userId,carId,rating
15,898,2
15,2252,1
15,4735,1
15,4438,2
15,3700,1
15,4066,2
15,4852,3
15,785,3
15,3034,3
15,1988,2
15,183,3
15,2354,3
15,2997,5
15,3320,1
15,2354,5
15,4094,1
15,1307,3
15,4230,4
15,684,5
15,1365,4
15,183,3
15,4784,1
15,731,5
15,4733,1
15,2134,3
15,233,1
15,103,3
15,781,5
15,4296,1
15,473,1
15,1023,4
15,3150,4
15,4852,5
15,1853,1
15,2164,5
15,3150,3
15,2584,1
15,3851,3
15,2948,2
15,3634,5
15,1368,2
15,3045,3
16,3072,4
16,2186,5
16,4679,5
16,2166,3
16,3275,3
16,3228,4
16,2224,5
16,3865,3
16,338,3
16,261,3
16,304,3
16,4842,3
16,2938,5
16,4848,5
16,2632,3
16,4332,3
16,1478,5
16,457,4
16,3621,3
16,4023,3
16,3996,5
16,674,5
16,4156,3
16,3235,3
16,4451,3
16,40,3
16,2249,3
16,3944,5
16,4126,3
16,2871,5
16,1367,3
16,4376,1
16,3097,5
16,2307,3
16,4648,3
16,4079,3
16,4759,3
16,3531,4
16,4454,3
16,2794,5
16,40,4
16,2351,3
17,508,5
17,793,3
17,4423,4
17,2247,2
17,256,4
17,2633,3
17,1974,5
17,2919,3
17,4720,5
17,4590,4
17,2859,3
17,1994,5
17,943,4
17,1523,3
17,432,5
17,2808,3
17,796,3
17,3493,3
17,3267,5
17,1210,4
17,128,3
17,2423,1
17,2052,5
17,1215,3
17,4434,2
17,4636,3
17,816,3
17,2510,1
17,69,5
17,4561,4
17,4571,5
17,7,4
17,4694,5
17,3019,5
17,329,4
17,1341,3
17,1017,3
17,4605,3
17,1944,1
17,986,5
17,1140,3
17,2077,3
17,4155,2
17,3268,1
17,4560,5
17,1553,4
17,39,3
17,4756,3
17,2535,1
17,4162,4
17,3395,3
17,998,3
17,1101,3
17,3082,3
17,3042,1
17,3899,2
17,3405,4
17,826,5
17,4369,2
17,2414,5
17,4700,3
17,3712,5
17,4492,5
17,4803,1
17,909,1
17,2163,3
17,4701,5
17,2455,3
17,750,4
17,1945,3
17,3123,1
17,3734,1
17,3490,2
17,1086,1
17,435,5
17,2931,3
17,1145,3
17,149,5
17,612,1
17,1399,1
17,3207,3
17,4519,3
17,2414,3
17,1497,4
17,1343,3
17,248,3
17,2149,5
17,1145,5
17,811,5
17,879,3
18,493,2
18,615,3
18,3310,3
18,3336,5
18,1307,3
18,3030,3
18,2424,4
18,169,2
18,1836,4
18,844,3
18,872,3
18,1977,1
18,3382,3
18,721,3
18,2210,3
18,517,5
18,2751,1
18,3034,3
18,3214,1
18,2923,1
18,960,3
18,2491,3
18,960,5
18,2704,1
18,819,5
18,1304,1
18,307,5
18,703,3
18,2498,5
18,1773,3
18,2420,5
18,3202,1
18,55,3
18,674,1
18,1256,3
18,4597,3
18,1023,5
18,3054,1
18,2164,3
18,3401,3
18,1303,2
18,3770,2
18,797,5
18,3306,1
18,714,3
18,3254,1
18,4852,5
18,3860,2
18,2099,4
18,4174,1
18,2763,1
18,1938,1
18,824,5
18,2997,3
18,2287,1
18,1112,3
18,4467,1
18,2134,3
18,4182,2
18,1045,3
18,4110,1
18,2425,1
18,3988,1
18,4232,2
18,4867,3
18,747,1
18,3850,1
18,4022,1
18,1459,1
18,2756,3
18,3431,2
18,3422,2
18,3698,5
18,1854,1
18,4670,1
18,752,1
18,591,3
18,3644,1
18,1168,3
18,1543,1
18,3382,4
18,194,1
18,4831,3
18,824,3
18,3030,5
18,1205,5
18,1316,2
18,3472,5
18,855,2
18,2603,3
18,657,4
18,4779,2
19,3827,3
19,138,3
19,1576,3
19,1654,3
19,3931,5
19,2632,5
19,458,3
19,2869,4
19,4811,1
19,3211,3
19,2656,3
19,2738,3
19,185,5
19,2947,3
19,4672,2
19,4721,3
19,3188,3
19,3483,3
19,2464,5
19,4741,4
19,2682,5
19,211,5
19,3471,5
19,2013,1
19,3739,3
19,3635,5
19,1777,4
19,4815,3
19,3747,5
19,4110,3
19,1044,3
19,3635,5
19,2437,3
19,556,5
19,3879,3
19,4291,2
19,1742,3
19,1693,5
19,3739,3
19,3790,4
19,1035,5
19,252,3
19,3872,3
19,1750,3
19,225,1
19,4159,3
19,1292,4
19,4339,5
19,3210,5
19,3005,5
19,2696,4
19,3751,3
19,2825,4
19,2933,5
19,558,1
19,3519,3
19,4519,2
19,2694,3
19,2025,1
19,1602,4
19,773,1
19,3952,4
19,1832,1
19,1958,5
19,4185,5
20,2429,2
20,3944,4
20,3144,4
20,2701,5
20,3928,4
20,1447,5
20,4502,5
20,3585,4
20,4592,5
20,3200,4
20,4032,1
20,2427,2
20,674,5
20,2904,3
20,1909,5
20,1473,3
20,2878,5
21,615,3
21,2750,3
21,831,3
21,1197,1
21,1034,3
21,4802,5
21,3133,1
21,1595,5
21,3721,2
21,703,3
21,3983,1
21,3370,3
21,2864,1
21,4597,4
21,4484,1
21,1665,2
21,1773,5
21,2495,5
21,414,1
21,1154,1
21,1597,5
21,4837,2
21,4423,1
21,1951,2
21,4230,5
21,3809,2
21,3416,2
21,2756,3
21,3505,4
21,996,3
21,2681,5
21,3998,3
21,3673,3
21,3766,1
21,1642,1
21,463,1
21,687,5
21,1331,3
21,844,3
21,4730,5
21,506,5
21,469,3
21,3503,4
21,389,2
21,616,5
21,2997,4
21,2457,3
21,1748,3
21,591,3
21,4562,1
21,4069,2
21,4239,1
21,2050,1
21,2616,1
21,3899,2
21,2732,2
21,3698,5
21,3033,3
21,4580,2
21,3479,1
21,4763,1
21,2495,3
21,2540,5
21,4789,3
21,2685,2
21,2035,1
21,3380,2
21,3461,3
21,1735,2
21,812,3
21,2284,1
21,2409,3
21,2003,1
21,1566,2
21,2164,5
21,1595,3
21,3540,1
21,257,3
21,4066,1
21,4037,3
21,628,5
21,4841,5
21,4298,1
21,1410,5
21,1070,4
21,2420,4
21,1225,4
22,3196,5
22,2453,3
22,211,4
22,600,1
22,3037,3
22,2901,1
22,3620,3
22,3810,4
22,2692,5
22,2235,2
22,2892,1
22,1273,1
22,2,1
22,4100,4
22,4054,1
22,2789,4
22,568,2
22,1385,2
22,3648,1
22,14,5
22,2657,4
22,4344,2
22,2923,2
22,671,4
22,1129,2
22,4532,1
22,624,3
22,3206,4
22,2056,5
22,4512,5
22,3809,5
22,458,5
22,2876,5
22,3891,1
22,3459,2
22,4568,3
22,1595,1
22,2186,5
22,2761,1
22,3081,3
22,3184,3
22,764,1
22,3056,3
22,1037,1
22,4748,5
23,1638,4
23,4101,3
23,1162,5
23,2892,3
23,225,3
23,4350,5
23,3001,5
23,3464,5
23,1438,4
23,1613,4
23,4446,3
23,245,5
23,4506,4
23,4,4
23,3053,3
23,2910,3
23,3115,1
23,618,3
23,4513,5
23,3855,5
23,4690,5
23,3529,3
23,4359,3
23,28,5
23,3426,1
23,3224,3
23,4768,5
23,1176,3
23,1074,5
23,3860,3
23,4282,5
23,4483,3
23,1504,3
23,4435,3
23,225,5
23,1534,3
23,3272,5
23,1018,3
23,393,3
23,1627,3
23,2121,3
23,2964,3
23,2319,4
23,1683,3
23,3665,3
23,2440,3
23,790,5
23,617,5
23,893,3
23,4253,4
23,1853,5
23,2245,3
23,4511,3
23,3341,5
23,93,3
23,115,4
23,2818,3
23,3801,3
23,1180,3
23,1089,3
23,4236,5
23,1954,3
23,2316,3
23,3614,4
23,1281,4
23,289,3
23,4477,3
23,1172,5
23,1403,3
23,3251,5
23,4177,1
23,979,1
23,2983,5
23,455,3
23,4029,4
23,915,3
23,3218,3
23,2306,5
23,3083,4
23,2715,5
23,3347,5
23,4711,3
24,3314,3
24,3095,4
24,1418,5
24,708,4
24,2336,3
24,278,5
24,3836,4
24,2517,3
24,854,5
24,2211,4
24,4075,5
24,2374,3
24,2690,5
24,4223,5
24,982,5
24,488,3
25,4025,2
25,1411,1
25,4578,2
25,3113,1
25,1112,3
25,2282,2
25,154,1
25,4145,1
26,2623,3
26,3490,3
26,2009,3
26,2084,4
26,1920,4
26,449,1
26,2036,3
26,3560,3
26,4245,5
26,2434,5
26,4055,4
26,4415,5
26,3954,4
26,3586,3
26,1018,3
26,4704,3
26,1954,5
26,3222,3
26,1850,4
26,2405,3
26,4548,5
26,1053,3
26,4321,5
26,4697,4
26,177,5
26,3851,2
26,1585,4
26,1533,1
26,4327,3
26,4452,3
26,3597,3
26,4436,5
26,3459,4
26,2964,4
26,3157,4
26,1762,3
26,843,4
26,3298,3
26,2066,4
26,3389,1
26,3387,5
26,3356,3
26,4548,5
26,1272,3
26,4216,4
26,1589,5
26,4497,3
26,1432,5
26,2570,3
26,4782,5
26,1772,3
26,4282,3
26,393,3
26,2054,4
26,4708,4
26,75,5
26,3784,5
26,3400,4
26,423,3
26,2225,3
26,2187,5
26,3988,3
26,1445,3
26,1662,3
26,2043,3
26,289,3
26,409,3
26,2313,3
26,4653,5
26,2770,3
26,4653,4
26,3126,4
26,2960,3
26,685,3
26,3798,3
26,4821,5
26,4461,3
26,1458,3
26,1600,4
26,3518,3
26,1089,3
26,4058,3
26,2564,5
26,4600,1
26,1242,4
26,3764,5
26,4382,3
26,194,5
26,2136,3
26,3609,4
26,1086,4
26,278,5
26,3017,3
26,2429,3
26,2416,5
26,2217,5
26,3436,4
26,2709,4
27,2481,4
27,6,3
27,968,3
27,343,3
27,2592,3
27,619,5
27,3294,1
27,1187,3
27,1031,2
27,807,5
27,4402,3
27,3712,3
27,501,2
27,4474,5
27,4468,5
27,1786,3
27,2070,3
27,1493,1
27,839,5
27,2046,2
27,942,1
27,4211,2
27,1169,4
28,157,3
28,1951,1
28,1574,1
28,3291,2
28,857,2
28,974,2
28,3713,3
28,2724,5
28,2446,3
28,1870,3
28,4797,3
28,3534,5
28,1282,1
29,4762,1
29,4410,2
29,1811,1
29,2166,1
29,2526,3
29,2856,5
29,682,3
29,2467,2
29,2424,5
29,2368,2
29,1252,2
29,1271,5
29,3137,2
29,3425,1
29,3369,5
29,3369,5
29,4211,2
29,1659,1
29,3723,3
29,3759,1
29,3107,2
29,2856,4
29,2556,1
29,2603,3
29,2264,1
29,2096,2
29,3694,1
29,1181,1
29,2134,5
29,4633,1
29,4241,2
29,3998,4
29,2378,3
29,1435,1
29,2058,1
29,4068,1
29,3806,1
29,3030,4
29,2735,2
29,3674,3
29,3485,3
29,3384,2
29,1357,1
29,4488,1
29,4417,1
29,591,3
29,1410,5
29,507,3
29,3034,5
29,978,3
29,3504,2
29,369,1
29,1305,1
29,997,2
29,628,5
29,2285,2
29,3363,3
29,3863,1
29,2664,5
29,3394,1
29,4225,1
29,1725,1
29,2092,2
29,4350,2
29,507,3
29,904,2
29,1440,2
29,55,4
29,3998,5
29,1215,1
29,3668,1
29,832,3
29,1070,3
29,2813,1
29,1112,3
29,3368,1
29,3369,3
29,4347,2
29,2566,3
30,2378,3
30,3310,4
30,2445,4
30,3066,4
30,3505,3
30,2246,2
30,4728,1
30,819,5
30,1027,5
30,1139,3
30,3034,4
30,3634,5
31,832,3
31,478,1
31,2832,2
31,1861,1
31,2234,2
31,1117,5
31,1502,1
31,4659,3
31,309,4
31,957,1
31,844,3
31,3998,4
31,831,3
31,3202,2
31,2540,5
31,928,1
31,4647,2
31,1595,3
31,1511,1
31,73,5
31,602,5
31,2409,3
31,1836,3
31,3460,5
31,2999,3
31,103,3
31,1636,2
31,2399,5
31,2427,3
31,921,1
31,1270,1
31,688,1
31,3986,2
31,2411,5
31,3461,5
31,183,3
31,2129,3
31,3066,5
31,3782,1
31,1361,1
31,2540,5
31,3560,1
31,396,1
31,831,3
31,3473,5
31,1256,4
31,4781,1
31,4169,1
31,828,3
31,307,3
31,577,1
31,682,3
31,960,5
31,332,1
31,3951,1
31,267,1
31,366,3
31,4125,5
31,1029,3
31,2650,2
31,3382,3
31,1941,1
31,872,5
31,135,2
31,3586,1
31,1256,3
31,1205,4
31,996,5
31,203,2
31,3366,1
31,3627,3
31,2183,2
31,3542,1
32,2099,5
32,4706,1
32,3461,5
32,739,4
32,872,3
32,880,4
32,434,1
32,2545,1
32,4867,4
32,309,5
32,3678,3
32,2970,2
32,1209,2
32,2020,3
32,2177,2
32,471,3
32,3496,5
32,3401,4
32,4591,3
32,1702,5
32,2566,3
32,3501,1
32,1023,3
32,2897,1
32,3584,5
32,2603,3
32,3033,3
32,55,5
32,1391,1
32,3485,3
32,2307,1
32,3648,3
32,687,3
32,1410,3
32,1022,2
32,550,5
32,3043,4
32,831,5
32,3949,1
32,3369,3
32,1267,2
32,4089,1
32,4682,1
32,1139,3
32,3066,3
32,1490,2
32,2112,1
32,3741,5
32,312,2
32,1131,2
32,1936,2
32,4597,4
32,4787,3
32,714,3
32,1365,4
32,3677,3
32,2447,5
32,3305,1
32,3106,3
32,3051,3
32,2409,4
32,309,5
32,3698,4
32,1225,3
32,2378,3
32,791,5
32,1590,5
32,380,3
32,880,3
32,416,1
32,188,2
32,3310,3
32,3998,5
32,3413,3
32,4129,2
32,3336,5
32,1276,1
32,658,3
32,4678,2
32,960,3
32,2566,3
32,2298,5
32,657,3
33,1338,1
33,2463,3
33,4143,3
33,746,5
33,4647,2
33,2590,3
33,1567,3
33,2653,3
33,1928,1
33,3148,3
33,2173,4
33,4176,4
33,1114,5
33,374,4
33,2548,1
33,2205,4
33,3703,3
33,1950,3
33,953,4
33,1484,4
33,2402,2
33,4162,4
33,3019,3
33,524,3
33,871,5
33,2366,1
33,4673,5
33,1832,3
33,918,3
33,1870,1
33,2512,3
33,3810,1
33,156,5
33,2919,5
33,2653,3
33,2984,1
33,3556,4
33,3069,1
33,1604,4
33,4536,3
33,2362,4
33,2931,5
34,1007,3
34,161,5
34,4241,4
34,4725,3
34,4505,3
34,2620,3
34,2417,3
34,3390,3
34,787,3
34,2547,3
34,4462,4
34,4487,4
34,1032,3
34,128,4
34,1024,5
34,2604,2
34,4612,3
34,3425,3
34,1322,3
34,4651,3
34,1453,3
34,3920,5
34,1886,3
34,911,3
34,1727,3
34,4264,1
34,4712,3
34,1740,3
34,2177,5
34,2774,3
34,205,5
34,1586,3
34,2544,3
34,4163,3
34,3209,3
34,4418,3
34,2675,1
34,1540,5
34,336,3
34,240,5
34,2582,3
34,4268,3
34,1536,5
34,2330,5
34,3889,3
34,4761,3
34,524,3
34,949,3
34,965,3
34,2472,3
35,1200,4
35,4815,5
35,3115,3
35,4441,4
35,2079,3
35,1526,5
35,3050,3
35,1647,5
35,3441,3
35,4094,4
35,635,5
35,1387,1
35,1598,1
35,178,3
35,2585,1
35,175,3
35,1742,3
35,1791,3
35,3147,3
35,3192,5
35,4623,3
35,2555,4
35,635,3
35,1658,3
35,3396,2
35,2145,4
35,2686,5
35,3144,5
35,1647,3
35,497,3
35,3202,4
35,1658,4
35,2986,4
35,3236,5
35,3005,3
35,1398,2
35,3000,5
35,1292,5
35,2323,1
35,4819,5
35,631,1
35,4860,3
35,2913,3
35,3019,1
35,1876,3
35,4352,3
35,4557,4
35,3879,3
35,630,1
35,1752,5
35,3968,3
35,3003,5
35,3406,4
35,4840,2
35,2314,1
35,1429,3
35,4166,5
35,4024,3
35,2452,3
35,4728,5
35,4208,5
35,1796,5
36,872,5
36,616,5
36,3066,4
36,4727,2
36,3627,3
36,1786,1
36,2343,2
36,887,2
36,1271,5
36,2342,3
36,1085,1
36,2210,3
36,2129,5
36,1530,2
36,1329,1
36,1410,5
36,4024,1
36,2624,2
36,1006,1
36,147,1
36,2314,1
36,220,1
36,1907,2
36,2081,2
36,882,2
36,2134,5
36,1179,4
36,1307,5
36,3446,5
36,4704,2
36,2335,5
36,2342,5
36,731,4
36,1794,2
36,4548,2
36,2154,2
36,819,3
36,2447,3
36,648,2
36,2782,1
36,2458,2
36,2117,5
36,1963,1
36,3593,3
36,3545,1
36,3627,3
36,1748,3
36,469,3
36,307,4
36,739,3
36,2299,2
36,3401,5
36,2603,3
36,884,5
36,4757,2
36,2103,1
37,3052,4
37,4412,3
37,4086,3
37,4775,3
37,923,3
37,4706,3
37,1004,3
37,547,3
37,3249,4
37,1884,3
37,4111,1
37,4768,5
37,3516,2
37,2998,5
37,2302,4
37,2800,4
37,3356,3
37,753,5
37,3785,4
37,235,3
37,1393,5
37,3961,1
37,1508,5
37,2524,4
37,525,3
37,1527,4
37,580,5
37,3935,3
37,1397,4
37,2477,3
37,3083,5
37,1201,3
37,3876,4
37,1305,3
37,3339,5
37,4226,5
37,534,3
37,1432,3
37,2429,4
37,324,4
37,2846,3
37,2187,3
37,3357,5
37,3760,5
37,2739,5
37,1266,5
37,2297,1
37,4253,5
37,1627,5
37,2602,4
37,2196,3
37,706,5
37,4646,5
38,2062,3
38,2831,4
38,2819,3
38,2538,3
38,1617,5
38,4316,3
38,3372,1
38,3339,2
38,4637,5
38,2658,3
38,3201,5
39,1997,3
39,2085,3
39,3365,3
39,1403,3
39,2291,3
39,4425,5
39,3234,3
39,2530,5
39,908,3
39,2337,4
39,4031,3
39,3986,4
39,1895,5
39,91,3
39,3963,4
39,4867,1
39,273,4
39,3219,5
39,1803,4
39,1380,4
39,1407,4
39,1689,3
39,4273,1
39,2850,5
39,3973,3
39,3014,5
39,4582,4
39,1965,3
39,3113,3
39,21,4
39,483,5
39,1403,5
39,4484,4
39,290,3
39,4045,3
39,3800,3
39,3195,3
39,278,5
39,753,5
39,231,5
39,3878,3
39,439,5
39,1241,3
39,2423,3
39,4358,5
39,575,3
39,3143,5
39,4856,3
39,4657,5
39,1325,3
39,2964,5
39,2213,5
39,1165,3
39,4633,5
39,3811,3
39,2385,3
39,1867,4
39,4274,5
39,3300,5
39,3733,4
39,4179,3
39,3833,3
39,4795,3
39,2615,5
39,1309,3
39,4257,3
39,3079,4
39,145,3
39,4389,3
39,3837,3
39,177,3
39,1454,4
40,2558,3
40,802,3
40,77,5
40,3384,5
40,3032,3
40,448,5
40,1687,3
40,4562,3
40,3964,3
40,527,3
40,1742,3
40,3558,3
40,4517,3
40,4509,5
40,2537,3
40,959,5
40,264,4
40,3748,3
40,914,5
40,312,3
40,4728,3
40,3199,4
40,2259,3
40,1511,4
40,3898,1
40,4638,3
40,3534,3
40,2509,5
40,3547,5
